Symbols,Company_Names,Sectors,Industry,Short_Names
SYMPHONY,Symphony Limited,Manufacturing,Consumer Electronics,SyLi
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Pharmaceuticals,SyFo_ILi
SYNGENE,Syngene International Limited,Healthcare,Pharmaceuticals,SyInLi
SYRMA,Syrma SGS Technology Limited,Technology,IT Services,SySGTeLi
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Manufacturing,Chemicals,TaChanPl_ILi
TAJGVK,Taj GVK Hotels & Resorts Limited,Hospitality,Hotels,TaGVHo_ReLi
TAKE,Take Solutions Limited,Technology,IT Services,TaSoLi
TALBROAUTO,Talbros Automotive Components Limited,Manufacturing,Automotive,TaAuCoLi
TANLA,Tanla Platforms Limited,Technology,Telecommunications,TaPlLi
TARAPUR,Tarapur Transformers Limited,Manufacturing,Electrical,TaTrLi
TARC,Anant Raj Global Limited,Real Estate,Real Estate Development,AnRaGlLi
TARMAT,Tarmat Limited,Manufacturing,Construction Materials,TaLi
TARSONS,Tarsons Products Limited,Manufacturing,Packaging,TaPrLi
TASTYBITE,Tasty Bite Eatables Limited,Consumer Goods,Food & Beverages,TaBiEaLi
TATACHEM,Tata Chemicals Limited,Chemicals,Diversified Chemicals,TaChLi
TATACOMM,Tata Communications Limited,Telecommunications,Telecom Services,TaCoLi
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Consumer Goods,Food & Beverages,TACOPRLI
TATAELXSI,Tata Elxsi Limited,Technology,IT Services & Consulting,TaElLi
TATAINVEST,Tata Investment Corporation Limited,Financials,Investment Services,TaInCoLi
TATAMOTORS,Tata Motors Limited,Automotive,Automotive Manufacturer,TaMoLi
TATAMTRDVR,Tata Motors Limited,Automotive,Automotive Manufacturer,TaMoLi
TATAPOWER,Tata Power Company Limited,Utilities,Power Generation,TaPoCoLi
TATASTEEL,Tata Steel Limited,Materials,Steel Production,TaStLi
TATATECH,Tata Technologies Limited,Technology,Engineering Services,TaTeLi
TATVA,Tatva Chintan Pharma Chem Limited,Chemicals,Pharmaceuticals,TaChPhChLi
TBZ,Tribhovandas Bhimji Zaveri Limited,Retail,Jewelry Retail,TrBhZaLi
TCI,Transport Corporation of India Limited,Transportation,Logistics,TrCoofInLi
TCIEXP,TCI Express Limited,Transportation,Courier Services,TCExLi
TCIFINANCE,TCI Finance Limited,Financials,Financial Services,TCFiLi
TCLCONS,Tantia Constructions Limited,Construction,Construction,TaCoLi
TCNSBRANDS,TCNS Clothing Co. Limited,Consumer Goods,Apparel,TCClCoLi
TCPLPACK,TCPL Packaging Limited,Manufacturing,Packaging,TCPaLi
TCS,Tata Consultancy Services Limited,Technology,IT Services & Consulting,TaCoSeLi
TDPOWERSYS,TD Power Systems Limited,Manufacturing,Electrical Equipment,TDPoSyLi
TEAMLEASE,Teamlease Services Limited,Human Resources,Staffing Services,TeSeLi
TECHIN,Techindia Nirman Limited,Technology,IT Services,TeNiLi
TECHM,Tech Mahindra Limited,Technology,IT Services & Consulting,TeMaLi
TECHNOE,Techno Electric & Engineering Company Limited,Manufacturing,Electrical Equipment,TeEl_EnCoLi
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Chemicals,Diversified Chemicals,TEChanHyPoLi
TEGA,Tega Industries Limited,Manufacturing,Mining Equipment,TeInLi
TEJASNET,Tejas Networks Limited,Technology,Telecom Equipment,TeNeLi
TEMBO,Tembo Global Industries Limited,Manufacturing,Engineering Services,TeGlInLi
TERASOFT,Tera Software Limited,Technology,Software Development,TeSoLi
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Construction,Infrastructure,TeIn_HoLi
TEXMOPIPES,Texmo Pipes and Products Limited,Manufacturing,Pipe Manufacturing,TePianPrLi
TEXRAIL,Texmaco Rail & Engineering Limited,Manufacturing,Rail Equipment,TeRa_EnLi
TFCILTD,Tourism Finance Corporation of India Limited,Financials,Financial Services,ToFiCoofInLi
TFL,Transwarranty Finance Limited,Financials,Financial Services,TrFiLi
TGBHOTELS,TGB Banquets And Hotels Limited,Hospitality,Hotels & Resorts,TGBaAnHoLi
THANGAMAYL,Thangamayil Jewellery Limited,Retail,Jewelry Retail,ThJeLi
THEINVEST,The Investment Trust Of India Limited,Financials,Investment Services,ThInTrOfInLi
THEJO,Thejo Engineering Limited,Manufacturing,Engineering Services,ThEnLi
THEMISMED,Themis Medicare Limited,Healthcare,Pharmaceuticals,ThMeLi
THERMAX,Thermax Limited,Manufacturing,Engineering Services,ThLi
THOMASCOOK,Thomas Cook (India) Limited,Hospitality,Travel & Tourism,ThCo_ILi
THOMASCOTT,Thomas Scott (India) Limited,Retail,Consumer Goods,ThSc_ILi
THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics,ThTeLi
TI,Tilaknagar Industries Limited,Consumer Goods,Alcoholic Beverages,TiInLi
TIDEWATER,Tide Water Oil Company (India) Limited,Energy,Oil & Gas,TiWaOiCo_ILi
TIIL,Technocraft Industries (India) Limited,Manufacturing,Industrial Products,TeIn_ILi
TIINDIA,Tube Investments of India Limited,Manufacturing,Diversified Industrial Products,TuInofInLi
TIJARIA,Tijaria Polypipes Limited,Manufacturing,Plastic Products,TiPoLi
TIL,TIL Limited,Manufacturing,Material Handling Equipment,TILi
TIMESGTY,Times Guaranty Limited,Financials,Financial Services,TiGuLi
TIMETECHNO,Time Technoplast Limited,Manufacturing,Plastics,TiTeLi
TIMKEN,Timken India Limited,Manufacturing,Bearings,TiInLi
TIPSFILMS,Tips Films Limited,Media,Film Production,TiFiLi
TIPSINDLTD,TIPS Industries Limited,Manufacturing,Diversified Industrial Products,TIInLi
TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,Chemicals,ThChLi
TIRUPATIFL,Tirupati Forge Limited,Manufacturing,Engineering,TiFoLi
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Manufacturing,Rail & Engineering,TIRASYLI
TITAN,Titan Company Limited,Consumer Goods,Watches & Jewelry,TiCoLi
TMB,Tamilnad Mercantile Bank Limited,Financials,Banking,TaMeBaLi
TNPETRO,Tamilnadu PetroProducts Limited,Energy,Petrochemicals,TaPeLi
TNPL,Tamil Nadu Newsprint & Papers Limited,Manufacturing,Paper Production,TaNaNe_PaLi
TNTELE,Tamilnadu Telecommunication Limited,Telecommunications,Telecom Services,TaTeLi
TOKYOPLAST,Tokyo Plast International Limited,Manufacturing,Plastics,ToPlInLi
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Pharmaceuticals,ToPhLi
TORNTPOWER,Torrent Power Limited,Utilities,Power Generation,ToPoLi
TOTAL,Total Transport Systems Limited,Transportation,Logistics,ToTrSyLi
TOUCHWOOD,Touchwood Entertainment Limited,Media,Entertainment,ToEnLi
TPHQ,Teamo Productions HQ Limited,Media,Film Production,TePrHQLi
TPLPLASTEH,TPL Plastech Limited,Manufacturing,Plastics,TPPlLi
TRACXN,Tracxn Technologies Limited,Technology,IT Services,TrTeLi
TREEHOUSE,Tree House Education & Accessories Limited,Education,Educational Services,TrHoEd_AcLi
TREJHARA,TREJHARA SOLUTIONS LIMITED,Technology,IT Services,TRSOLI
TREL,Transindia Real Estate Limited,Real Estate,Real Estate Development,TrReEsLi
TRENT,Trent Limited,Retail,Consumer Goods,TrLi
TRF,TRF Limited,Manufacturing,Engineering Services,TRLi
TRIDENT,Trident Limited,Manufacturing,Textiles,TrLi
TRIGYN,Trigyn Technologies Limited,Technology,IT Services,TrTeLi
TRIL,Transformers And Rectifiers (India) Limited,Manufacturing,Electrical Equipment,TrAnRe_ILi
TRITURBINE,Triveni Turbine Limited,Manufacturing,Turbine Manufacturing,TrTuLi
TRIVENI,Triveni Engineering & Industries Limited,Manufacturing,Engineering Services,TrEn_InLi
TRU,TruCap Finance Limited,Financials,Financial Services,TrFiLi
TTKHLTCARE,TTK Healthcare Limited,Healthcare,Pharmaceuticals,TTHeLi
TTKPRESTIG,TTK Prestige Limited,Consumer Goods,Kitchen Appliances,TTPrLi
TTL,T T Limited,Manufacturing,Consumer Electronics,TTLi
TTML,Tata Teleservices (Maharashtra) Limited,Telecommunications,Telecom Services,TaTe_MLi
TV18BRDCST,TV18 Broadcast Limited,Media,Broadcasting,TVBrLi
TVSELECT,TVS Electronics Limited,Manufacturing,Electronics,TVElLi
TVSHLTD,TVS Holdings Limited,Manufacturing,Automotive,TVHoLi
TVSMOTOR,TVS Motor Company Limited,Automotive,Automotive Manufacturer,TVMoCoLi
TVSSCS,TVS Supply Chain Solutions Limited,Logistics,Supply Chain Solutions,TVSuChSoLi
TVSSRICHAK,TVS Srichakra Limited,Manufacturing,Tires & Rubber Products,TVSrLi
TVTODAY,TV Today Network Limited,Media,Broadcasting,TVToNeLi
TVVISION,TV Vision Limited,Media,Broadcasting,TVViLi
UBL,United Breweries Limited,Consumer Goods,Beverages,UnBrLi
UCAL,UCAL LIMITED,Manufacturing,Automotive Components,UCLI
UCOBANK,UCO Bank,Financials,Banking,UCBa
UDS,Updater Services Limited,Financials,IT Services,UpSeLi
UFLEX,UFLEX Limited,Materials,Packaging,UFLi
UFO,UFO Moviez India Limited,Communication,Media & Entertainment,UFMoInLi
UGARSUGAR,The Ugar Sugar Works Limited,Consumer Goods,Food Processing,ThUgSuWoLi
UGROCAP,Ugro Capital Limited,Financials,Investment Services,UgCaLi
UJJIVAN,Ujjivan Financial Services Limited,Financials,Banking,UjFiSeLi
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financials,Banking,UjSmFiBaLi
ULTRACEMCO,UltraTech Cement Limited,Materials,Construction,UlCeLi
UMAEXPORTS,Uma Exports Limited,Consumer Goods,Exports,UmExLi
UMANGDAIRY,Umang Dairies Limited,Consumer Goods,Dairy Products,UmDaLi
UMESLTD,Usha Martin Education & Solutions Limited,Education,Services,UsMaEd_SoLi
UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Pharmaceuticals,UnLaLi
UNIDT,United Drilling Tools Limited,Industrial,Machinery,UnDrToLi
UNIENTER,Uniphos Enterprises Limited,Industrial,Chemicals,UnEnLi
UNIINFO,Uniinfo Telecom Services Limited,Communication,Telecommunications,UnTeSeLi
UNIONBANK,Union Bank of India,Financials,Banking,UnBaofIn
UNIPARTS,Uniparts India Limited,Industrial,Engineering,UnInLi
UNITECH,Unitech Limited,Real Estate,Construction,UnLi
UNITEDPOLY,United Polyfab Gujarat Limited,Materials,Textiles,UnPoGuLi
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Consumer Goods,Food & Beverages,ThUnNiTeEsCoLi
UNIVAFOODS,Univa Foods Limited,Consumer Goods,Food Processing,UnFoLi
UNIVASTU,Univastu India Limited,Real Estate,Real Estate,UnInLi
UNIVCABLES,Universal Cables Limited,Industrial,Electrical,UnCaLi
UNIVPHOTO,Universus Photo Imagings Limited,Consumer Goods,Photography,UnPhImLi
UNOMINDA,UNO Minda Limited,Automotive,Components,UNMiLi
UPL,UPL Limited,Chemicals,Agriculture,UPLi
URAVI,Uravi T and Wedge Lamps Limited,Industrial,Manufacturing,UrTanWeLaLi
URJA,Urja Global Limited,Renewable Energy,Energy,UrGlLi
USHAMART,Usha Martin Limited,Industrial,Manufacturing,UsMaLi
USK,Udayshivakumar Infra Limited,Industrial,Infrastructure,UdInLi
UTIAMC,UTI Asset Management Company Limited,Financials,Asset Management,UTAsMaCoLi
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financials,Banking,UtSmFiBaLi
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Goods,Food Processing,UtSuMiLi
V2RETAIL,V2 Retail Limited,Retail,Retail,V2ReLi
VADILALIND,Vadilal Industries Limited,Consumer Goods,Food Processing,VaInLi
VAIBHAVGBL,Vaibhav Global Limited,Consumer Goods,Jewelry,VaGlLi
VAISHALI,Vaishali Pharma Limited,Healthcare,Pharmaceuticals,VaPhLi
VAKRANGEE,Vakrangee Limited,Technology,IT Services,VaLi
VALIANTLAB,Valiant Laboratories Limited,Healthcare,Pharmaceuticals,VaLaLi
VALIANTORG,Valiant Organics Limited,Chemicals,Manufacturing,VaOrLi
VARDHACRLC,Vardhman Acrylics Limited,Materials,Plastics,VaAcLi
VARDMNPOLY,Vardhman Polytex Limited,Materials,Textiles,VaPoLi
VARROC,Varroc Engineering Limited,Automotive,Components,VaEnLi
VASCONEQ,Vascon Engineers Limited,Construction,Engineering,VaEnLi
VASWANI,Vaswani Industries Limited,Consumer Goods,Manufacturing,VaInLi
VBL,Varun Beverages Limited,Consumer Goods,Beverages,VaBeLi
VCL,Vaxtex Cotfab Limited,Materials,Textiles,VaCoLi
VEDL,Vedanta Limited,Metals & Mining,Other Industrial Metals & Mining,VeLi
VENKEYS,Venky's (India) Limited,Consumer Goods,Food Processing,Ve_ILi
VENUSPIPES,Venus Pipes & Tubes Limited,Industrial,Manufacturing,VePi_TuLi
VENUSREM,Venus Remedies Limited,Healthcare,Pharmaceuticals,VeReLi
VERANDA,Veranda Learning Solutions Limited,Education,Services,VeLeSoLi
VERTOZ,Vertoz Advertising Limited,Advertising,Media,VeAdLi
VESUVIUS,Vesuvius India Limited,Materials,Manufacturing,VeInLi
VETO,Veto Switchgears And Cables Limited,Industrial,Electrical,VeSwAnCaLi
VGUARD,V-Guard Industries Limited,Consumer Goods,Electrical,V-InLi
VHL,Vardhman Holdings Limited,Financials,Holding Company,VaHoLi
VIDHIING,Vidhi Specialty Food Ingredients Limited,Consumer Goods,Food Processing,ViSpFoInLi
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics,ViDiCeLi
VIJIFIN,Viji Finance Limited,Financials,Finance,ViFiLi
VIKASECO,Vikas EcoTech Limited,Environmental,Sustainability,ViEcLi
VIKASLIFE,Vikas Lifecare Limited,Healthcare,Pharmaceuticals,ViLiLi
VIMTALABS,Vimta Labs Limited,Healthcare,Pharmaceuticals,ViLaLi
VINATIORGA,Vinati Organics Limited,Chemicals,Manufacturing,ViOrLi
VINDHYATEL,Vindhya Telelinks Limited,Telecommunications,Telecoms,ViTeLi
VINEETLAB,Vineet Laboratories Limited,Healthcare,Pharmaceuticals,ViLaLi
VINNY,Vinny Overseas Limited,Consumer Goods,Exports,ViOvLi
VINYLINDIA,Vinyl Chemicals (India) Limited,Chemicals,Manufacturing,ViCh_ILi
VIPCLOTHNG,VIP Clothing Limited,Consumer Goods,Retail,VIClLi
VIPIND,VIP Industries Limited,Consumer Goods,Luggage,VIInLi
VIPULLTD,Vipul Limited,Real Estate,Real Estate,ViLi
VIRINCHI,Virinchi Limited,Technology,IT Services,ViLi
VISAKAIND,Visaka Industries Limited,Industrial,Manufacturing,ViInLi
VISASTEEL,Visa Steel Limited,Materials,Manufacturing,ViStLi
VISESHINFO,Visesh Infotecnics Limited,Technology,IT Services,ViInLi
VISHNU,Vishnu Chemicals Limited,Chemicals,Manufacturing,ViChLi
VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Goods,Food Processing,ViSuInLi
VIVIDHA,Visagar Polytex Limited,Materials,Textiles,ViPoLi
VLEGOV,VL E-Governance & IT Solutions Limited,Technology,IT Services,VLE-_ITSoLi
VLSFINANCE,VLS Finance Limited,Financials,Finance,VLFiLi
VMART,V-Mart Retail Limited,Retail,Retail,V-ReLi
VOLTAMP,Voltamp Transformers Limited,Industrial,Electrical,VoTrLi
VOLTAS,Voltas Limited,Consumer Goods,Electrical,VoLi
VPRPL,Vishnu Prakash R Punglia Limited,Construction,Engineering,ViPrRPuLi
VRLLOG,VRL Logistics Limited,Transportation,Logistics,VRLoLi
VSSL,Vardhman Special Steels Limited,Materials,Manufacturing,VaSpStLi
VSTIND,VST Industries Limited,Materials,Manufacturing,VSInLi
VSTL,Vibhor Steel Tubes Limited,Industrial,Manufacturing,ViStTuLi
VSTTILLERS,V.S.T Tillers Tractors Limited,Industrial,Manufacturing,V.TiTrLi
VTL,Vardhman Textiles Limited,Textiles,Manufacturing,VaTeLi
WABAG,VA Tech Wabag Limited,Engineering,Environmental,VATeWaLi
WALCHANNAG,Walchandnagar Industries Limited,Industrial,Manufacturing,WaInLi
WANBURY,Wanbury Limited,Pharmaceuticals,Healthcare,WaLi
WEALTH,Wealth First Portfolio Managers Limited,Financials,Financial Services,WeFiPoMaLi
WEBELSOLAR,Websol Energy System Limited,Renewable Energy,Solar Energy,WeEnSyLi
WEIZMANIND,Weizmann Limited,Chemicals,Manufacturing,WeLi
WEL,Wonder Electricals Limited,Electrical,Manufacturing,WoElLi
WELCORP,Welspun Corp Limited,Materials,Textiles,WeCoLi
WELENT,Welspun Enterprises Limited,Industrial,Manufacturing,WeEnLi
WELINV,Welspun Investments and Commercials Limited,Financials,Investment Services,WeInanCoLi
WELSPUNLIV,Welspun Living Limited,Consumer Goods,Home Furnishings,WeLiLi
WENDT,Wendt (India) Limited,Engineering,Manufacturing,We_ILi
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Consumer Goods,Food & Beverages,WEFOLI
WEWIN,WE WIN LIMITED,Consumer Goods,Food & Beverages,WEWILI
WHEELS,Wheels India Limited,Automotive,Components,WhInLi
WHIRLPOOL,Whirlpool of India Limited,Consumer Goods,Appliances,WhofInLi
WILLAMAGOR,Williamson Magor & Company Limited,Agriculture,Tea Production,WiMa_CoLi
WINDLAS,Windlas Biotech Limited,Healthcare,Pharmaceuticals,WiBiLi
WINDMACHIN,Windsor Machines Limited,Industrial,Manufacturing,WiMaLi
WINSOME,Winsome Yarns Limited,Consumer Goods,Textiles,WiYaLi
WIPL,The Western India Plywoods Limited,Industrial,Manufacturing,ThWeInPlLi
WIPRO,Wipro Limited,Technology,IT Services,WiLi
WOCKPHARMA,Wockhardt Limited,Healthcare,Pharmaceuticals,WoLi
WONDERLA,Wonderla Holidays Limited,Hospitality,Entertainment,WoHoLi
WORTH,Worth Peripherals Limited,Consumer Goods,Manufacturing,WoPeLi
WSI,W S Industries (I) Limited,Industrial,Manufacturing,WSIn_ILi
WSTCSTPAPR,West Coast Paper Mills Limited,Materials,Paper Manufacturing,WeCoPaMiLi
XCHANGING,Xchanging Solutions Limited,Technology,IT Services,XcSoLi
XELPMOC,Xelpmoc Design And Tech Limited,Technology,IT Services,XeDeAnTeLi
XPROINDIA,Xpro India Limited,Chemicals,Manufacturing,XpInLi
YAARI,Yaari Digital Integrated Services Limited,Technology,IT Services,YaDiInSeLi
YASHO,Yasho Industries Limited,Chemicals,Manufacturing,YaInLi
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Healthcare,YaHo_TrCaSeLi
YATRA,Yatra Online Limited,Technology,Travel Services,YaOnLi
YESBANK,Yes Bank Limited,Financials,Banking,YeBaLi
YUKEN,Yuken India Limited,Industrial,Engineering,YuInLi
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Financials,Fintech,ZaPrOcSeLi
ZEEL,Zee Entertainment Enterprises Limited,Communication,Media & Entertainment,ZeEnEnLi
ZEELEARN,Zee Learn Limited,Education,E-Learning,ZeLeLi
ZEEMEDIA,Zee Media Corporation Limited,Communication,Media,ZeMeCoLi
ZENITHEXPO,Zenith Exports Limited,Industrial,Exports,ZeExLi
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Materials,Manufacturing,ZeStPi_InLi
ZENSARTECH,Zensar Technologies Limited,Technology,IT Services,ZeTeLi
ZENTEC,Zen Technologies Limited,Technology,IT Services,ZeTeLi
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Automotive,Components,ZFCoVeCoSyInLi
ZIMLAB,Zim Laboratories Limited,Healthcare,Pharmaceuticals,ZiLaLi
ZODIAC,Zodiac Energy Limited,Renewable Energy,Energy,ZoEnLi
ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Goods,Retail,ZoClCoLi
ZOMATO,Zomato Limited,Consumer Goods,Food Delivery,ZoLi
ZOTA,Zota Health Care Limited,Healthcare,Pharmaceuticals,ZoHeCaLi
ZUARI,Zuari Agro Chemicals Limited,Chemicals,Agriculture,ZuAgChLi
ZUARIIND,ZUARI INDUSTRIES LIMITED,Materials,Manufacturing,ZUINLI
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Pharmaceuticals,ZyLiLi
ZYDUSWELL,Zydus Wellness Limited,Healthcare,Wellness,ZyWeLi
